area_name,municipality_name,region_type,Health_GP_Distance_km,Health_GP_Count_Within_1km,Health_GP_Count_Within_3km,Health_GP_Count_Within_5km,Health_GP_after_hours_Distance_km,Health_Pharmacy_Distance_km,Health_Hospital_incl_Distance_km,Health_Hospital_incl_Count_Within_5km,Health_Hospital_incl_Count_Within_10km,Health_Hospital_incl_Count_Within_20km,Health_Hospital_excl_Distance_km,Health_Hospital_excl_Count_Within_5km,Health_Hospital_excl_Count_Within_10km,Health_Hospital_excl_Count_Within_20km,Retail_Daily_grocery_Distance_to_large_supermarket_km,Retail_Daily_grocery_Count_large_supermarketen_Within_1_km_count,Retail_Daily_grocery_Count_large_supermarketen_Within_3_km_count,Retail_Daily_grocery_Count_large_supermarketen_Within_5_km_count,Retail_Daily_grocery_Distance_to_other_daily_goods_km,Retail_Daily_grocery_Count_overige_dagelijkse_levensmiddelen_Within_1_km_count,Retail_Daily_grocery_Count_overige_dagelijkse_levensmiddelen_Within_3_km_count,Retail_Daily_grocery_Count_overige_dagelijkse_levensmiddelen_Within_5_km_count,Hospitality_Cafes_Distance_to_café_e.d._km,Hospitality_Cafes_Count_cafés_e.d._Within_1_km_count,Hospitality_Cafes_Count_cafés_e.d._Within_3_km_count,Hospitality_Cafes_Count_cafés_e.d._Within_5_km_count,Hospitality_Cafeterias_Distance_to_cafetaria_e.d._km,Hospitality_Cafeterias_Count_cafetaria's_e.d._Within_1_km_count,Hospitality_Cafeterias_Count_cafetaria's_e.d._Within_3_km_count,Hospitality_Cafeterias_Count_cafetaria's_e.d._Within_5_km_count,Hospitality_Restaurants_Distance_to_restaurant_km,Hospitality_Restaurants_Count_restaurants_Within_1_km_count,Hospitality_Restaurants_Count_restaurants_Within_3_km_count,Hospitality_Restaurants_Count_restaurants_Within_5_km_count,Traffic_transport_Distance_to_highway_ramp_km,Traffic_transport_Train_stations_Distance_to_treinstations_totaal_km,Traffic_transport_Train_stations_Distance_to_belangrijk_overstapstation_km,Leisure_culture_Distance_to_bibliotheek_km,Leisure_culture_Sport_Distance_to_indoor_pool_km,Leisure_culture_Sport_Distance_to_ice_rink_km,Leisure_culture_Museum_Distance_to_museum_km,Leisure_culture_Museum_Count_musea_Within_5_km_count,Leisure_culture_Museum_Count_musea_Within_10_km_count,Leisure_culture_Museum_Count_musea_Within_20_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Distance_to_podiumkunsten_totaal_km,Leisure_culture_Performing_arts_(excl._festivals)_Count_podiumkunsten_totaal_Within_5_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Count_podiumkunsten_totaal_Within_10_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Count_podiumkunsten_totaal_Within_20_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Distance_to_music_venue_km,Leisure_culture_Cinema_Distance_to_bioscoop_km,Leisure_culture_Cinema_Count_bioscopen_Within_5_km_count,Leisure_culture_Cinema_Count_bioscopen_Within_10_km_count,Leisure_culture_Cinema_Count_bioscopen_Within_20_km_count,Leisure_culture_Recreation_Distance_to_sauna_km,Leisure_culture_Recreation_Distance_to_tanning_bed_km,Leisure_culture_Recreation_Distance_to_attraction_km,Leisure_culture_Recreation_Count_attractions_Within_10_km_count,Leisure_culture_Recreation_Count_attractions_Within_20_km_count,Leisure_culture_Recreation_Count_attractions_Within_50_km_count,district_x,Name_clean_x,match,GEBIED_NAAM,18_en_ouder,18_tot_65,65_en_ouder,area_name_normalized,district_y,Name_clean_y
Postjeskade e.o.,Amsterdam                               ,Buurt     ,0.7,2.9,40.1,107.9,2.4,0.7,2.4,4.0,6.0,14.0,2.4,3.0,5.0,11.0,0.6,4.0,55.7,149.2,0.3,19.0,295.8,887.2,0.5,10.1,153.4,567.7,0.5,10.7,224.2,750.8,0.3,37.5,578.7,1778.0,1.0,1.6,3.5,1.4,1.8,8.3,2.9,28.3,47.7,68.0,1.0,30.3,46.8,65.0,1.0,1.9,11.4,14.0,20.0,1.9,1.2,2.1,6.0,17.0,63.1,Other,postjeskade eo,postjeskade eo,Postjeskade e.o.,71.3,74.3,50.5,postjeskade e.o.,Other,postjeskade eo
Paramariboplein e.o.,Amsterdam                               ,Buurt     ,0.3,3.8,41.0,106.6,2.2,0.5,2.2,4.0,6.0,14.0,2.2,3.0,5.0,11.0,0.3,4.3,55.6,149.7,0.2,23.3,310.2,891.6,0.3,13.2,172.2,582.8,0.3,13.1,240.1,765.9,0.2,41.0,625.1,1811.0,1.3,1.9,3.5,1.2,1.7,8.3,2.8,29.5,48.1,68.0,1.0,31.0,48.0,65.0,1.0,1.8,11.4,14.0,20.0,1.9,1.1,1.9,6.0,17.0,63.2,Other,paramariboplein eo,paramariboplein eo,Paramariboplein e.o.,72.6,75.1,50.4,paramariboplein e.o.,Other,paramariboplein eo
Van Lennepbuurt,Amsterdam                               ,Wijk      ,0.4,6.8,60.1,114.5,3.0,0.7,2.3,4.2,6.7,13.1,3.0,3.2,5.7,10.1,0.3,9.5,71.6,149.2,0.2,59.7,538.0,888.7,0.2,32.5,379.7,613.6,0.2,44.4,449.9,801.0,0.2,123.3,1152.0,1912.0,2.5,3.1,3.8,0.6,1.9,7.2,1.7,40.9,48.0,67.1,1.1,35.8,50.1,65.0,1.3,1.0,12.0,14.1,20.0,0.7,0.6,2.6,7.0,16.3,62.5,Other,van lennepbuurt,emanuel van meterenbuurt,Emanuel van Meterenbuurt,64.9,67.5,54.7,emanuel van meterenbuurt,Amsterdam Zuid,emanuel van meterenbuurt
Lootsbuurt,Amsterdam                               ,Buurt     ,0.4,6.1,53.8,110.6,2.6,0.7,2.6,4.7,7.0,13.7,2.6,3.7,6.0,10.7,0.4,6.7,63.0,142.2,0.2,49.2,415.1,858.1,0.2,26.5,262.2,604.6,0.2,36.7,340.2,779.7,0.2,88.1,884.1,1872.0,2.0,2.7,4.1,0.8,2.0,7.6,2.2,38.6,48.0,67.0,1.6,34.5,49.3,65.0,1.6,1.1,12.0,14.0,20.0,1.2,0.4,2.2,6.0,17.0,61.4,Other,lootsbuurt,lootsbuurt,Lootsbuurt,64.6,67.6,44.5,lootsbuurt,Other,lootsbuurt
Borgerbuurt,Amsterdam                               ,Buurt     ,0.4,6.3,59.6,114.1,3.1,0.7,2.5,4.2,6.6,12.8,3.1,3.2,5.6,9.8,0.3,8.4,68.5,147.3,0.2,55.1,531.9,879.5,0.3,24.2,365.5,611.4,0.2,41.8,433.8,795.8,0.3,109.8,1135.0,1906.0,2.5,3.2,3.9,0.6,2.0,7.2,1.7,41.5,48.0,67.0,1.2,35.8,49.6,65.0,1.4,1.0,12.0,14.0,20.0,0.7,0.6,2.7,6.9,16.0,62.2,Other,borgerbuurt,borgerbuurt,Borgerbuurt,56.5,61.2,44.8,borgerbuurt,Other,borgerbuurt
Da Costabuurt-Zuid,Amsterdam                               ,Buurt     ,0.4,8.1,65.9,118.3,3.2,0.6,2.0,3.9,6.6,13.1,3.2,2.9,5.6,10.1,0.3,13.3,82.6,157.3,0.2,74.3,647.7,925.6,0.1,47.8,494.9,623.8,0.2,53.9,561.0,825.1,0.1,169.3,1396.0,1953.0,2.8,3.4,3.4,0.5,1.6,6.8,1.2,42.0,48.0,67.1,0.7,37.0,51.5,65.1,0.9,0.8,12.0,14.3,20.1,0.3,0.7,2.8,8.0,16.2,63.8,Other,da costabuurtzuid,da costabuurt zuid,Da Costabuurt Zuid,71.7,73.6,53.1,da costabuurt zuid,Other,da costabuurt zuid
Cremerbuurt-West,Amsterdam                               ,Buurt     ,0.7,2.8,49.5,114.4,3.0,0.6,3.0,4.9,7.0,13.0,3.0,3.9,6.0,10.0,0.4,4.1,61.2,150.9,0.2,32.7,385.1,894.2,0.3,17.4,235.2,604.7,0.2,24.4,304.8,791.4,0.1,77.3,842.1,1888.0,1.6,2.2,3.6,1.2,2.3,7.5,2.1,38.6,48.1,67.5,1.1,34.0,48.9,65.0,1.1,1.6,12.0,14.0,20.0,1.6,0.8,2.7,6.1,16.6,62.8,Amsterdam Zuid,cremerbuurtwest,cremerbuurt west,Cremerbuurt West,72.7,74.9,53.6,cremerbuurt west,Amsterdam Zuid,cremerbuurt west
Vondelparkbuurt-West,Amsterdam                               ,Buurt     ,0.9,1.2,44.9,113.6,3.1,0.6,3.0,4.7,6.8,13.1,3.1,3.7,5.8,10.0,0.6,3.2,56.6,150.4,0.2,22.8,354.9,892.6,0.3,12.0,214.7,600.6,0.3,15.9,277.4,785.5,0.1,61.2,791.2,1878.0,1.6,2.2,3.5,1.5,2.3,7.5,2.1,37.5,48.3,67.6,1.0,33.3,49.1,65.0,1.0,2.0,11.9,14.0,20.0,1.9,1.0,2.8,6.4,16.1,62.8,Amsterdam Zuid,vondelparkbuurtwest,vondelparkbuurt west,Vondelparkbuurt West,74.6,77.7,59.1,vondelparkbuurt west,Amsterdam Zuid,vondelparkbuurt west
Helmersbuurt,Amsterdam                               ,Wijk      ,0.4,5.0,61.2,120.2,3.3,0.5,2.4,4.5,7.0,13.1,3.3,3.5,6.0,10.1,0.3,8.4,75.0,157.3,0.3,48.2,562.5,923.7,0.3,31.1,408.1,624.6,0.2,38.5,471.4,817.8,0.1,122.6,1240.0,1957.0,2.4,3.0,3.7,1.0,1.7,6.7,1.3,42.0,48.0,67.2,1.0,36.1,51.3,65.2,1.2,1.1,11.9,14.5,20.1,1.0,0.9,3.0,7.7,14.7,62.8,Amsterdam Zuid,helmersbuurt,helmersbuurt oost,Helmersbuurt Oost,76.7,78.4,63.3,helmersbuurt oost,Amsterdam Zuid,helmersbuurt oost
Cremerbuurt-Oost,Amsterdam                               ,Buurt     ,0.5,4.7,58.1,119.8,3.0,0.4,2.8,5.0,7.0,13.0,3.0,4.0,6.0,10.0,0.3,6.5,68.4,154.1,0.2,47.5,478.9,897.3,0.2,21.0,317.7,618.1,0.2,34.6,387.0,803.6,0.1,89.8,1052.0,1930.0,2.0,2.7,3.9,1.0,2.1,7.1,1.7,42.0,48.0,67.0,1.4,34.6,49.5,65.0,1.5,1.4,12.0,14.0,20.0,1.2,0.6,2.7,7.3,16.3,62.6,Amsterdam Zuid,cremerbuurtoost,cremerbuurt oost,Cremerbuurt Oost,75.0,76.8,56.3,cremerbuurt oost,Amsterdam Zuid,cremerbuurt oost
WG-terrein,Amsterdam                               ,Buurt     ,0.3,3.5,58.4,119.7,3.5,0.5,2.6,4.5,7.0,13.2,3.5,3.5,6.0,10.2,0.4,6.7,71.3,155.5,0.3,35.5,535.7,917.4,0.3,16.3,378.7,623.2,0.2,27.9,440.0,814.8,0.2,84.6,1181.0,1950.0,2.4,3.0,3.7,1.1,1.8,6.8,1.4,42.0,48.0,67.0,1.1,35.8,51.0,65.0,1.4,1.3,11.7,14.4,20.0,1.1,1.1,3.2,7.7,14.1,62.6,Other,wgterrein,wgterrein,WG-terrein,69.2,72.4,58.2,wg terrein,Other,wgterrein
Helmersbuurt-Oost,Amsterdam                               ,Buurt     ,0.3,6.7,66.7,121.0,3.4,0.5,1.9,4.0,7.0,13.2,3.4,3.0,6.0,10.2,0.3,11.6,84.3,161.8,0.3,61.4,661.5,952.8,0.3,54.5,515.5,631.6,0.2,52.2,575.6,833.1,0.1,188.4,1460.0,1989.0,2.8,3.3,3.3,0.8,1.4,6.4,0.9,42.0,48.0,67.5,0.4,37.7,53.0,65.6,0.7,0.7,12.0,15.0,20.4,0.6,0.9,3.1,8.0,14.0,63.2,Amsterdam Zuid,helmersbuurtoost,helmersbuurt oost,Helmersbuurt Oost,76.7,78.4,63.3,helmersbuurt oost,Amsterdam Zuid,helmersbuurt oost
Vondelparkbuurt,Amsterdam                               ,Wijk      ,0.5,2.8,59.2,121.5,3.6,0.4,2.3,4.1,7.0,13.1,3.6,3.1,6.0,10.1,0.4,6.9,77.8,159.3,0.3,30.4,589.6,942.0,0.5,27.0,441.9,629.6,0.3,29.6,503.8,827.4,0.2,111.6,1312.0,1976.0,2.6,3.2,3.5,1.2,1.4,6.4,1.0,42.0,48.3,67.3,0.9,37.1,52.2,65.3,1.1,1.1,11.2,14.8,20.3,1.1,1.1,3.4,8.0,13.2,63.0,Amsterdam Zuid,vondelparkbuurt,vondelparkbuurt midden,Vondelparkbuurt Midden,72.0,74.9,60.4,vondelparkbuurt midden,Amsterdam Zuid,vondelparkbuurt midden
Vondelparkbuurt-Midden,Amsterdam                               ,Buurt     ,0.4,2.1,54.3,117.9,3.8,0.5,2.5,4.2,6.9,12.8,3.8,3.2,5.9,9.8,0.5,5.5,69.0,154.8,0.2,23.2,525.1,921.2,0.5,7.7,375.6,624.5,0.3,18.1,435.5,817.4,0.3,60.9,1160.0,1945.0,2.5,3.1,3.7,1.2,1.7,6.7,1.3,42.0,48.0,67.1,1.1,36.4,51.4,64.9,1.4,1.3,11.2,14.6,20.0,1.2,1.3,3.5,8.0,13.4,63.0,Amsterdam Zuid,vondelparkbuurtmidden,vondelparkbuurt midden,Vondelparkbuurt Midden,72.0,74.9,60.4,vondelparkbuurt midden,Amsterdam Zuid,vondelparkbuurt midden
Vondelparkbuurt-Oost,Amsterdam                               ,Buurt     ,0.5,3.5,64.1,125.0,3.4,0.4,2.0,4.1,7.0,13.3,3.4,3.1,6.0,10.3,0.2,8.3,86.4,163.6,0.4,37.5,653.4,962.5,0.4,46.1,507.5,634.7,0.3,41.0,571.4,837.2,0.2,161.8,1462.0,2006.0,2.7,3.2,3.3,1.2,1.1,6.2,0.7,42.0,48.5,67.6,0.6,37.9,53.0,65.7,0.9,0.8,11.3,15.0,20.5,1.0,1.0,3.2,8.0,13.1,63.0,Amsterdam Zuid,vondelparkbuurtoost,vondelparkbuurt oost,Vondelparkbuurt Oost,76.2,77.2,71.9,vondelparkbuurt oost,Amsterdam Zuid,vondelparkbuurt oost
De Eendracht,Amsterdam                               ,Buurt     ,0.9,0.9,7.9,31.2,4.1,0.9,4.1,1.0,4.0,16.0,4.1,1.0,3.0,12.0,0.8,2.4,14.5,42.6,0.8,3.5,36.2,158.2,1.0,0.6,8.6,35.1,0.7,1.5,17.7,130.7,0.7,1.8,23.4,145.2,1.3,4.0,4.3,1.2,3.1,13.4,3.1,1.0,31.7,68.3,3.4,1.9,33.6,67.0,6.8,2.9,1.0,11.2,21.0,2.7,2.7,3.5,3.1,19.0,55.9,Other,de eendracht,de omval,De Omval,77.5,79.3,71.1,de omval,Other,de omval
Ruys de Beerenbrouckbuurt,Amsterdam                               ,Buurt     ,0.7,1.7,11.1,37.0,3.6,0.6,3.6,1.0,4.3,15.8,3.6,1.0,3.3,12.0,0.4,3.9,16.6,50.6,0.4,6.9,48.2,199.3,0.5,2.2,10.4,49.1,0.3,2.4,29.0,162.2,0.3,3.2,38.8,207.0,0.6,3.5,3.5,1.0,2.6,12.9,2.6,1.0,38.9,67.6,3.2,2.0,37.7,67.0,6.2,2.1,1.0,12.5,21.0,2.6,1.8,2.8,3.9,19.1,55.5,Other,ruys de beerenbrouckbuurt,de aker oost,De Aker Oost,69.8,72.2,57.2,de aker oost,Other,de aker oost
Eendrachtspark,Amsterdam                               ,Buurt     ,0.7,1.2,12.0,40.0,3.3,0.7,3.3,1.0,5.0,15.3,3.3,1.0,4.0,12.0,0.8,2.3,19.5,54.6,0.7,5.1,51.3,216.5,0.4,1.1,10.2,66.3,0.3,1.4,36.1,177.7,0.6,2.4,45.3,252.8,0.7,2.9,2.9,1.0,2.3,12.4,2.4,1.0,42.8,67.0,3.4,2.0,39.1,67.0,5.8,1.5,2.8,13.0,21.0,2.8,1.3,2.9,4.0,19.0,55.1,Other,eendrachtspark,eendrachtspark,Eendrachtspark,65.6,65.8,63.2,eendrachtspark,Other,eendrachtspark
Van Tijenbuurt,Amsterdam                               ,Buurt     ,0.6,1.7,13.6,40.9,3.4,0.7,3.4,1.5,4.2,16.7,3.4,1.5,3.2,12.0,0.6,5.0,19.5,54.0,0.5,7.2,62.4,207.0,0.6,2.5,11.9,49.9,0.6,1.8,38.5,159.0,0.7,2.0,43.5,206.5,1.5,4.4,4.4,0.8,2.2,12.8,2.5,1.0,39.0,66.5,2.4,2.0,37.0,66.3,6.1,2.8,1.0,12.0,20.9,1.8,2.4,3.0,4.0,20.0,56.9,Other,van tijenbuurt,emanuel van meterenbuurt,Emanuel van Meterenbuurt,64.9,67.5,54.7,emanuel van meterenbuurt,Amsterdam Zuid,emanuel van meterenbuurt
Jan de Louterbuurt,Amsterdam                               ,Buurt     ,0.8,2.5,14.5,48.8,2.6,0.6,2.6,1.3,5.0,14.8,2.6,1.3,4.0,11.4,0.7,4.9,24.9,62.4,0.4,12.7,71.5,259.7,0.6,2.8,15.3,104.4,0.4,6.4,55.2,213.8,0.4,12.3,66.3,369.4,0.6,2.6,2.6,0.6,1.7,11.8,1.7,1.0,43.0,66.0,3.0,2.9,40.9,66.0,5.2,1.1,3.9,13.7,20.1,2.8,0.8,3.1,4.6,18.6,55.6,Other,jan de louterbuurt,de aker oost,De Aker Oost,69.8,72.2,57.2,de aker oost,Other,de aker oost
Lodewijk van Deysselbuurt,Amsterdam                               ,Buurt     ,0.6,3.6,15.6,53.2,2.2,0.5,2.2,1.9,5.0,15.1,2.2,1.9,4.0,11.1,0.4,6.3,24.3,66.6,0.2,18.5,76.8,288.3,0.2,3.4,19.6,114.9,0.3,7.0,55.3,238.5,0.2,9.9,62.0,429.5,1.2,3.2,3.2,0.7,1.3,11.6,1.3,1.2,43.0,66.0,3.0,4.0,40.5,66.0,5.0,1.3,2.3,13.0,20.0,2.3,1.1,2.8,5.0,18.8,57.8,Other,lodewijk van deysselbuurt,lbuurt,L-buurt,65.2,68.5,55.1,l buurt,Amsterdam Zuidoost,lbuurt
Coronelbuurt,Amsterdam                               ,Buurt     ,0.7,2.3,21.3,69.9,2.2,1.0,2.2,2.2,5.0,14.0,2.2,1.7,4.0,11.0,1.0,0.9,27.9,85.6,0.6,8.5,112.3,463.5,0.6,1.0,34.4,244.7,0.6,3.5,91.9,355.4,0.3,9.4,129.7,819.0,1.1,3.2,3.2,1.4,2.2,10.7,1.6,8.5,43.4,66.0,1.9,13.0,43.2,65.2,4.3,0.9,6.7,13.0,20.0,3.2,1.4,2.4,5.0,18.6,59.2,Other,coronelbuurt,lbuurt,L-buurt,65.2,68.5,55.1,l buurt,Amsterdam Zuidoost,lbuurt
Dobbebuurt,Amsterdam                               ,Buurt     ,0.4,3.5,21.6,65.2,1.9,0.6,1.9,2.0,5.0,14.0,1.9,1.7,4.0,11.0,0.5,3.2,29.2,82.8,0.2,12.5,113.6,421.2,0.9,0.9,34.8,210.6,0.4,6.6,88.9,327.0,0.3,9.8,127.9,737.2,1.0,3.2,3.2,1.2,1.9,10.9,1.4,6.3,43.7,65.6,2.0,9.9,44.2,65.2,4.2,0.8,5.7,12.9,20.0,2.9,1.2,2.3,5.0,18.4,58.6,Other,dobbebuurt,ebuurt,E-buurt,67.8,68.6,47.5,e buurt,Amsterdam Zuidoost,ebuurt
Noordoever Sloterplas,Amsterdam                               ,Buurt     ,0.9,1.0,24.1,68.9,1.5,1.0,1.5,2.4,5.0,13.9,1.5,2.0,4.0,11.0,0.8,1.3,33.7,86.8,0.7,4.5,127.7,428.7,1.1,0.5,37.2,206.8,0.6,4.4,91.0,335.9,0.5,4.2,130.9,727.9,1.3,3.2,3.8,1.3,1.2,10.9,0.7,6.7,43.2,65.6,2.5,10.1,43.0,65.0,4.2,1.4,4.8,12.1,20.0,1.9,1.5,2.1,5.0,18.1,59.1,Other,noordoever sloterplas,noordoever sloterplas,Noordoever Sloterplas,67.5,70.2,52.1,noordoever sloterplas,Other,noordoever sloterplas
Osdorper Bovenpolder,Amsterdam                               ,Buurt     ,1.7,0.2,7.3,25.6,5.6,1.9,5.6,0.6,3.7,16.8,5.6,0.6,3.1,12.0,1.7,0.2,9.5,33.0,1.4,0.9,41.1,124.0,1.4,0.3,6.6,23.7,1.3,1.2,30.7,81.6,1.4,1.1,25.6,93.2,2.0,3.3,6.4,2.7,3.6,13.0,4.7,0.6,18.7,69.5,3.3,1.0,22.9,67.0,7.2,4.8,0.6,8.8,21.0,2.7,2.9,1.8,3.0,19.9,60.2,Other,osdorper bovenpolder,osdorper bovenpolder,Osdorper Bovenpolder,71.7,73.3,67.4,osdorper bovenpolder,Other,osdorper bovenpolder
De Aker,Amsterdam                               ,Wijk      ,1.0,0.8,12.3,24.2,5.7,1.2,4.3,1.0,4.1,14.0,4.3,1.0,3.1,11.0,1.0,0.6,12.8,30.9,0.8,3.6,55.1,114.4,1.8,0.1,9.2,21.9,0.8,1.8,39.0,72.8,1.3,0.7,44.7,107.9,2.7,5.3,7.6,2.7,3.2,13.1,5.3,0.2,27.7,65.9,3.0,1.0,31.4,65.3,6.0,6.0,0.0,11.1,20.0,3.3,1.7,2.0,3.8,19.2,62.8,Other,de aker,de aker oost,De Aker Oost,69.8,72.2,57.2,de aker oost,Other,de aker oost
Middelveldsche Akerpolder,Amsterdam                               ,Buurt     ,1.3,0.2,10.5,22.5,5.8,1.5,4.6,1.0,4.0,14.0,4.6,1.0,3.0,11.0,1.0,0.5,10.6,29.1,0.9,2.8,45.0,109.5,1.7,0.1,7.7,21.0,0.9,2.5,33.0,67.2,1.3,0.7,35.9,98.6,2.6,5.6,7.7,3.0,3.4,13.4,5.4,0.4,24.3,65.8,3.0,1.0,28.3,65.5,6.3,5.9,0.0,10.5,20.0,3.3,2.0,1.7,3.3,19.2,63.3,Other,middelveldsche akerpolder,middelveldsche akerpolder,Middelveldsche Akerpolder,62.7,65.7,52.9,middelveldsche akerpolder,Other,middelveldsche akerpolder
De Aker-West,Amsterdam                               ,Buurt     ,1.2,0.5,10.3,22.9,6.0,1.4,4.5,0.9,4.0,14.1,4.5,0.9,3.0,11.1,1.2,0.3,11.1,28.8,1.1,2.5,47.3,106.6,1.9,0.0,8.1,19.7,1.0,1.0,34.1,65.6,1.5,0.0,38.2,95.5,2.3,5.5,7.9,2.9,3.1,13.3,5.5,0.0,24.3,65.9,3.2,1.0,28.5,65.5,6.3,6.0,0.0,10.5,20.0,3.4,2.0,1.8,3.4,19.3,63.6,Other,de akerwest,de aker west,De Aker West,69.3,72.0,56.6,de aker west,Other,de aker west
De Aker-Oost,Amsterdam                               ,Buurt     ,0.6,1.4,15.0,26.5,5.3,0.9,3.8,1.2,4.3,14.0,3.8,1.2,3.3,11.0,0.8,1.0,15.6,33.7,0.6,5.1,68.2,123.8,1.6,0.2,11.1,24.1,0.6,2.0,47.0,82.3,1.1,1.3,55.9,124.1,3.0,4.8,7.4,2.4,3.3,12.6,5.2,0.2,32.6,66.0,2.8,1.0,35.6,65.0,5.6,6.0,0.0,12.0,20.0,3.3,1.3,2.3,4.4,19.0,61.8,Other,de akeroost,de aker oost,De Aker Oost,69.8,72.2,57.2,de aker oost,Other,de aker oost
De Punt,Amsterdam                               ,Wijk      ,1.1,0.9,13.0,30.7,5.3,1.1,4.3,1.1,4.0,14.9,4.3,1.1,3.0,11.6,0.5,2.5,12.9,41.0,0.4,10.0,56.7,138.0,0.5,1.8,10.7,25.5,0.3,10.0,45.1,87.7,0.4,9.8,48.0,124.4,3.1,5.2,6.8,2.3,3.3,13.1,4.5,1.0,29.2,66.0,1.9,1.0,33.5,66.0,5.9,4.8,0.8,11.7,20.3,2.1,1.5,0.7,3.7,19.9,61.9,Other,de punt,de punt,De Punt,62.9,66.2,46.8,de punt,Other,de punt
Wildeman,Amsterdam                               ,Buurt     ,0.3,3.3,17.3,41.2,3.9,0.6,3.6,2.0,5.0,14.3,3.6,2.0,4.0,11.2,0.4,3.4,24.9,54.6,0.3,18.6,89.2,201.5,0.4,2.1,14.8,49.0,0.3,11.2,54.7,139.7,0.3,7.1,68.8,227.0,3.2,4.3,5.4,1.8,1.8,12.3,3.0,1.0,41.2,66.0,1.0,1.6,38.4,66.0,5.0,3.4,1.0,12.0,20.1,0.7,1.1,1.5,5.0,19.5,59.8,Other,wildeman,wildeman,Wildeman,50.9,54.5,39.9,wildeman,Other,wildeman
Meer en Oever,Amsterdam                               ,Buurt     ,0.6,2.0,19.5,46.8,3.5,0.9,3.3,2.0,5.0,14.0,3.3,2.0,4.0,11.0,0.8,2.4,29.0,61.3,0.6,15.4,98.1,238.8,0.7,2.1,15.9,63.8,0.6,8.1,61.9,168.6,0.6,4.8,82.2,285.7,3.0,4.1,5.0,2.0,1.5,12.1,2.6,1.0,42.0,66.0,0.8,2.6,40.2,65.7,4.7,3.0,1.0,12.0,20.0,0.4,1.0,1.9,5.0,18.4,60.0,Other,meer en oever,meer en oever,Meer en Oever,65.4,68.6,54.1,meer en oever,Other,meer en oever
Osdorpplein e.o.,Amsterdam                               ,Buurt     ,0.5,4.7,19.1,43.1,4.1,0.7,3.0,2.0,5.0,14.0,3.0,2.0,4.0,11.0,0.3,5.7,24.6,57.3,0.2,26.0,87.5,221.2,0.6,2.3,16.4,58.1,0.2,18.7,57.5,146.4,0.2,17.4,75.0,279.3,3.1,3.7,5.9,0.9,2.4,11.7,3.5,1.0,42.6,66.0,0.7,2.0,41.5,65.1,4.4,3.9,1.0,12.0,20.0,1.2,0.7,2.0,5.0,18.3,59.1,Other,osdorpplein eo,osdorpplein eo,Osdorpplein e.o.,63.8,66.7,45.8,osdorpplein e.o.,Other,osdorpplein eo
Calandlaan/Lelylaan,Amsterdam                               ,Buurt     ,0.6,4.2,18.6,46.1,3.9,1.1,2.6,2.0,5.0,14.0,2.6,2.0,4.0,11.0,0.6,4.3,20.8,60.4,0.5,13.2,82.9,245.3,0.6,2.2,16.4,68.1,0.5,7.6,59.0,160.3,0.5,18.8,81.5,324.4,2.9,3.5,6.1,1.0,2.8,11.4,3.7,1.0,43.3,65.9,1.2,2.0,43.3,65.0,4.2,4.3,1.0,12.0,20.0,1.6,0.9,2.3,5.0,18.4,59.6,Other,calandlaanlelylaan,calandlaanlelylaan,Calandlaan/Lelylaan,56.9,59.3,49.7,calandlaan/lelylaan,Other,calandlaanlelylaan
Osdorp-Zuidoost,Amsterdam                               ,Buurt     ,0.3,3.8,21.5,54.5,3.5,0.9,2.2,2.0,5.0,14.0,2.2,2.0,4.0,11.0,0.9,1.3,24.1,71.8,0.5,3.3,90.0,312.6,0.5,2.5,16.9,91.0,0.3,3.5,65.7,204.8,0.3,12.0,91.8,428.2,2.4,3.0,5.7,1.7,2.9,10.9,3.4,1.0,44.1,65.3,1.3,2.2,43.9,65.0,3.7,4.3,1.4,12.0,20.0,1.7,1.2,2.9,5.0,18.2,61.1,Other,osdorpzuidoost,osdorp zuidoost,Osdorp Zuidoost,63.3,68.0,49.9,osdorp zuidoost,Other,osdorp zuidoost
Oostoever Sloterplas,Amsterdam                               ,Buurt     ,0.8,1.1,33.6,79.5,1.1,0.7,1.1,2.7,5.0,13.1,1.1,2.0,4.0,11.0,0.8,2.0,36.4,102.0,0.6,6.7,165.5,540.6,0.7,2.7,62.2,280.1,0.7,7.4,121.3,422.3,0.5,6.8,232.9,983.1,1.5,2.1,4.5,0.7,1.8,10.0,1.2,15.3,46.0,65.8,2.8,15.9,45.0,65.5,3.2,2.2,6.8,12.2,20.0,0.9,1.9,2.1,5.0,17.0,61.8,Amsterdam Zuid,oostoever sloterplas,oostoever sloterplas,Oostoever Sloterplas,69.4,75.9,54.3,oostoever sloterplas,Amsterdam Zuid,oostoever sloterplas
